"NOM_ELECTION","NUMERO_TOUR","DATE_ELECTION","NOM_COLLECTIVITE","ID_COLLECTIVITE","NUMERO_BUREAU_VOTE","ARRONDISSEMENT","SECTEUR","CIRCONSCRIPTION","CANTON","NOM_BUREAU_VOTE","ADRESSE","NB_INSCRIT_THEORIQUE","NB_INSCRITS_DEPOUILLES","NB_VOTANTS","NB_BLANCS_NULS","NB_EXPRIMES","NB_PROCURATIONS","NB_CANDIDATS","NOM_CANDIDAT_01","NB_VOIX_CANDIDAT_01","NOM_CANDIDAT_02","NB_VOIX_CANDIDAT_02","NOM_CANDIDAT_03","NB_VOIX_CANDIDAT_03","NOM_CANDIDAT_04","NB_VOIX_CANDIDAT_04","NOM_CANDIDAT_05","NB_VOIX_CANDIDAT_05","NOM_CANDIDAT_06","NB_VOIX_CANDIDAT_06","NOM_CANDIDAT_07","NB_VOIX_CANDIDAT_07","NOM_CANDIDAT_08","NB_VOIX_CANDIDAT_08","NOM_CANDIDAT_09","NB_VOIX_CANDIDAT_09","NOM_CANDIDAT_10","NB_VOIX_CANDIDAT_10","NOM_CANDIDAT_11","NB_VOIX_CANDIDAT_11"
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1362,13,7,3,"OLIVES","E ELEM MARTEGAUX","5 CHE DES MARTEGAUX",888,888,537,14,523,4,7,"DIOUF Pape",18,"MIRON Richard",178,"PECOUT Danièle",4,"RAVIER Stéphane",218,"HOVSEPIAN Garo",89,"MANNI Myriam",2,"JOHSUA Samy",14,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1363,13,7,3,"OLIVES","E MAT OLIVES","ENTREE 6 RUE LAFFERAGE",1284,1284,789,16,773,10,7,"DIOUF Pape",40,"MIRON Richard",248,"PECOUT Danièle",7,"RAVIER Stéphane",302,"HOVSEPIAN Garo",134,"MANNI Myriam",10,"JOHSUA Samy",32,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1364,13,7,3,"OLIVES","E MAT OLIVES","ENTREE 6 RUE LAFFERAGE",1214,1214,709,34,675,3,7,"DIOUF Pape",42,"MIRON Richard",218,"PECOUT Danièle",8,"RAVIER Stéphane",193,"HOVSEPIAN Garo",172,"MANNI Myriam",8,"JOHSUA Samy",34,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1365,13,7,3,"OLIVES","E ELEM CROIX ROUGE CAMPAGNE","14 AVE FOURNACLE",1435,1435,730,21,709,9,7,"DIOUF Pape",44,"MIRON Richard",234,"PECOUT Danièle",7,"RAVIER Stéphane",207,"HOVSEPIAN Garo",172,"MANNI Myriam",9,"JOHSUA Samy",36,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1366,13,7,3,"OLIVES","GR SCOL ROSE VAL PLAN","TRA DE VAL PLAN",1034,1034,481,17,464,3,7,"DIOUF Pape",25,"MIRON Richard",129,"PECOUT Danièle",9,"RAVIER Stéphane",163,"HOVSEPIAN Garo",120,"MANNI Myriam",5,"JOHSUA Samy",13,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1367,13,7,3,"OLIVES","E ELEM CHATEAU GOMBERT ATHENA","13 RUE ROBERT DE ROUX",972,972,598,14,584,7,7,"DIOUF Pape",24,"MIRON Richard",161,"PECOUT Danièle",7,"RAVIER Stéphane",245,"HOVSEPIAN Garo",123,"MANNI Myriam",1,"JOHSUA Samy",23,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1368,13,7,3,"OLIVES","GR SCOL ROSE CASTORS VX CYPRES","189 CHE DE N. D. DE CONSOLATION",1221,1221,640,19,621,1,7,"DIOUF Pape",14,"MIRON Richard",169,"PECOUT Danièle",8,"RAVIER Stéphane",260,"HOVSEPIAN Garo",119,"MANNI Myriam",6,"JOHSUA Samy",45,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1369,13,7,3,"OLIVES","E ELEM CHATEAU GOMBERT","38 BD FERNAND DURBEC",1269,1269,813,31,782,15,7,"DIOUF Pape",42,"MIRON Richard",280,"PECOUT Danièle",3,"RAVIER Stéphane",283,"HOVSEPIAN Garo",125,"MANNI Myriam",2,"JOHSUA Samy",47,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1370,13,7,3,"OLIVES","E ELEM CHATEAU GOMBERT","38 BD FERNAND DURBEC",1328,1328,808,24,784,13,7,"DIOUF Pape",46,"MIRON Richard",243,"PECOUT Danièle",9,"RAVIER Stéphane",296,"HOVSEPIAN Garo",141,"MANNI Myriam",7,"JOHSUA Samy",42,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1371,13,7,3,"OLIVES","E MAT LES PRAIRIES","40 CHE ST MITRE A FOUR DE BUZE",1318,1318,780,26,754,11,7,"DIOUF Pape",41,"MIRON Richard",249,"PECOUT Danièle",6,"RAVIER Stéphane",287,"HOVSEPIAN Garo",124,"MANNI Myriam",3,"JOHSUA Samy",44,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1372,13,7,3,"OLIVES","E ELEM PARADE","73 CHE DE PALAMA",959,959,639,22,617,7,7,"DIOUF Pape",28,"MIRON Richard",205,"PECOUT Danièle",1,"RAVIER Stéphane",209,"HOVSEPIAN Garo",135,"MANNI Myriam",4,"JOHSUA Samy",35,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1373,13,7,3,"OLIVES","E ELEM PARADE","73 CHE DE PALAMA",1157,1157,725,20,705,6,7,"DIOUF Pape",18,"MIRON Richard",182,"PECOUT Danièle",8,"RAVIER Stéphane",283,"HOVSEPIAN Garo",173,"MANNI Myriam",3,"JOHSUA Samy",38,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1374,13,7,3,"OLIVES","E MAT LES PRAIRIES","40 CHE ST MITRE A FOUR DE BUZE",1373,1373,848,20,828,21,7,"DIOUF Pape",40,"MIRON Richard",274,"PECOUT Danièle",6,"RAVIER Stéphane",292,"HOVSEPIAN Garo",152,"MANNI Myriam",6,"JOHSUA Samy",58,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1375,13,7,3,"OLIVES","E ELEM CHATEAU GOMBERT","38 BD FERNAND DURBEC",1366,1366,831,39,792,15,7,"DIOUF Pape",24,"MIRON Richard",246,"PECOUT Danièle",8,"RAVIER Stéphane",324,"HOVSEPIAN Garo",159,"MANNI Myriam",3,"JOHSUA Samy",28,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1376,13,7,3,"OLIVES","E ELEM MARTEGAUX","5 CHE DES MARTEGAUX",874,874,552,12,540,4,7,"DIOUF Pape",23,"MIRON Richard",141,"PECOUT Danièle",2,"RAVIER Stéphane",191,"HOVSEPIAN Garo",160,"MANNI Myriam",0,"JOHSUA Samy",23,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1377,13,7,3,"OLIVES","GR SCOL ROSE VAL PLAN","TRA DE VAL PLAN",815,815,335,5,330,5,7,"DIOUF Pape",20,"MIRON Richard",71,"PECOUT Danièle",3,"RAVIER Stéphane",64,"HOVSEPIAN Garo",146,"MANNI Myriam",11,"JOHSUA Samy",15,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1378,13,7,3,"OLIVES","E ELEM PARADE","73 CHE DE PALAMA",727,727,484,15,469,7,7,"DIOUF Pape",16,"MIRON Richard",170,"PECOUT Danièle",1,"RAVIER Stéphane",190,"HOVSEPIAN Garo",79,"MANNI Myriam",0,"JOHSUA Samy",13,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1401,14,7,7,"SAINT BARTHELEMY","E MAT SAINT GABRIEL","80 CHE DE GIBBES",936,936,462,17,445,5,7,"DIOUF Pape",23,"MIRON Richard",119,"PECOUT Danièle",4,"RAVIER Stéphane",195,"HOVSEPIAN Garo",58,"MANNI Myriam",7,"JOHSUA Samy",39,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1402,14,7,7,"SAINT BARTHELEMY","E ELEM CANET BARBES","21 BD BARBES",1088,1088,499,16,483,2,7,"DIOUF Pape",38,"MIRON Richard",120,"PECOUT Danièle",5,"RAVIER Stéphane",186,"HOVSEPIAN Garo",66,"MANNI Myriam",13,"JOHSUA Samy",55,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1404,14,7,7,"SAINT BARTHELEMY","E MAT CANET AMBROSINI","26 BD DE LA MAISON BLANCHE",1470,1470,534,14,520,3,7,"DIOUF Pape",79,"MIRON Richard",117,"PECOUT Danièle",5,"RAVIER Stéphane",143,"HOVSEPIAN Garo",130,"MANNI Myriam",16,"JOHSUA Samy",30,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1405,14,7,7,"SAINT BARTHELEMY","E ELEM CANET LAROUSSE","47 BD LAROUSSE",1362,1362,543,19,524,5,7,"DIOUF Pape",56,"MIRON Richard",91,"PECOUT Danièle",5,"RAVIER Stéphane",133,"HOVSEPIAN Garo",163,"MANNI Myriam",32,"JOHSUA Samy",44,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1407,14,7,7,"SAINT BARTHELEMY","E ELEM CANET JEAN JAURES","ENTREE 28 AVE DES ARNAVAUX",1363,1363,577,16,561,1,7,"DIOUF Pape",62,"MIRON Richard",108,"PECOUT Danièle",8,"RAVIER Stéphane",177,"HOVSEPIAN Garo",151,"MANNI Myriam",12,"JOHSUA Samy",43,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1408,14,7,7,"SAINT JUST","E ELEM CLAIR SOLEIL","49 BD CHARLES MORETTI",645,645,335,8,327,4,7,"DIOUF Pape",20,"MIRON Richard",74,"PECOUT Danièle",3,"RAVIER Stéphane",137,"HOVSEPIAN Garo",60,"MANNI Myriam",2,"JOHSUA Samy",31,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1409,14,7,7,"SAINT JUST","E ELEM CLAIR SOLEIL","49 BD CHARLES MORETTI",772,772,323,15,308,2,7,"DIOUF Pape",31,"MIRON Richard",89,"PECOUT Danièle",5,"RAVIER Stéphane",98,"HOVSEPIAN Garo",62,"MANNI Myriam",9,"JOHSUA Samy",14,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1410,14,7,7,"SAINT JUST","E MAT SAINT BARTHELEMY S.N.C.F.","BD CHARLES MORETTI PROLONGE",956,956,450,10,440,1,7,"DIOUF Pape",37,"MIRON Richard",84,"PECOUT Danièle",2,"RAVIER Stéphane",134,"HOVSEPIAN Garo",109,"MANNI Myriam",6,"JOHSUA Samy",68,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1411,14,7,7,"SAINT JUST","E MAT SAINT GABRIEL","ENTREE 22 RUE MAURICE MASSIAS",468,468,243,7,236,2,7,"DIOUF Pape",17,"MIRON Richard",62,"PECOUT Danièle",3,"RAVIER Stéphane",87,"HOVSEPIAN Garo",38,"MANNI Myriam",5,"JOHSUA Samy",24,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1414,14,7,3,"SAINT JUST","E MAT SAINT GABRIEL","ENTREE 22 RUE MAURICE MASSIAS",1209,1209,498,9,489,16,7,"DIOUF Pape",50,"MIRON Richard",101,"PECOUT Danièle",3,"RAVIER Stéphane",203,"HOVSEPIAN Garo",64,"MANNI Myriam",11,"JOHSUA Samy",57,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1415,14,7,3,"SAINT JUST","GR SCOL SINONCELLI","51 RUE BOISSELOT",1103,1103,501,10,491,4,7,"DIOUF Pape",27,"MIRON Richard",118,"PECOUT Danièle",2,"RAVIER Stéphane",215,"HOVSEPIAN Garo",67,"MANNI Myriam",12,"JOHSUA Samy",50,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1416,14,7,3,"SAINT JUST","GR SCOL SINONCELLI","51 RUE BOISSELOT",912,912,377,19,358,3,7,"DIOUF Pape",26,"MIRON Richard",110,"PECOUT Danièle",6,"RAVIER Stéphane",113,"HOVSEPIAN Garo",68,"MANNI Myriam",11,"JOHSUA Samy",24,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1417,14,7,3,"SAINT JUST","E ELEM CLAIR SOLEIL","49 BD CHARLES MORETTI",1024,1024,339,15,324,2,7,"DIOUF Pape",48,"MIRON Richard",63,"PECOUT Danièle",3,"RAVIER Stéphane",86,"HOVSEPIAN Garo",77,"MANNI Myriam",13,"JOHSUA Samy",34,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1450,14,7,7,"SAINT BARTHELEMY","E MAT ST BARTHELEMY LES FLAMANTS","64 AVE ALEXANDRE ANSALDI",1232,1232,431,16,415,1,7,"DIOUF Pape",100,"MIRON Richard",71,"PECOUT Danièle",4,"RAVIER Stéphane",39,"HOVSEPIAN Garo",123,"MANNI Myriam",41,"JOHSUA Samy",37,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1451,14,7,3,"SAINT BARTHELEMY","E MAT SAINT BARTHELEMY S.N.C.F.","BD CHARLES MORETTI PROLONGE",1397,1397,656,17,639,9,7,"DIOUF Pape",47,"MIRON Richard",203,"PECOUT Danièle",2,"RAVIER Stéphane",233,"HOVSEPIAN Garo",109,"MANNI Myriam",5,"JOHSUA Samy",40,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1452,14,7,7,"SAINT BARTHELEMY","GR SCOL FONTVERT","19 RUE FONTVERT",690,690,323,13,310,2,7,"DIOUF Pape",26,"MIRON Richard",85,"PECOUT Danièle",4,"RAVIER Stéphane",12,"HOVSEPIAN Garo",161,"MANNI Myriam",15,"JOHSUA Samy",7,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1453,14,7,7,"SAINT BARTHELEMY","E MAT BUSSERINE","ENTREE 34 RUE DE LA BUSSERINE",1168,1168,405,10,395,2,7,"DIOUF Pape",80,"MIRON Richard",80,"PECOUT Danièle",3,"RAVIER Stéphane",35,"HOVSEPIAN Garo",105,"MANNI Myriam",46,"JOHSUA Samy",46,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1454,14,7,7,"SAINT BARTHELEMY","E MAT BUSSERINE","ENTREE 34 RUE DE LA BUSSERINE",927,927,339,21,318,3,7,"DIOUF Pape",63,"MIRON Richard",53,"PECOUT Danièle",5,"RAVIER Stéphane",58,"HOVSEPIAN Garo",68,"MANNI Myriam",26,"JOHSUA Samy",45,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1455,14,7,7,"SAINT BARTHELEMY","E ELEM EMILE VAYSSIERE I","6 RUE DE LA CRAU",756,756,228,8,220,4,7,"DIOUF Pape",38,"MIRON Richard",39,"PECOUT Danièle",2,"RAVIER Stéphane",36,"HOVSEPIAN Garo",63,"MANNI Myriam",13,"JOHSUA Samy",29,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1456,14,7,7,"SAINT BARTHELEMY","E MAT SAINTE MARTHE","30 BD RICOUX",941,941,468,12,456,3,7,"DIOUF Pape",53,"MIRON Richard",156,"PECOUT Danièle",5,"RAVIER Stéphane",138,"HOVSEPIAN Garo",79,"MANNI Myriam",6,"JOHSUA Samy",19,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1457,14,7,3,"SAINT BARTHELEMY","E MAT SAINT BARTHELEMY LES FLAMANTS","64 AVE ALEXANDRE ANSALDI",775,775,367,10,357,0,7,"DIOUF Pape",31,"MIRON Richard",81,"PECOUT Danièle",3,"RAVIER Stéphane",161,"HOVSEPIAN Garo",52,"MANNI Myriam",4,"JOHSUA Samy",25,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1458,14,7,3,"SAINT BARTHELEMY","E ELEM MERLAN","70 AVE DU MERLAN",1362,1362,748,25,723,9,7,"DIOUF Pape",62,"MIRON Richard",177,"PECOUT Danièle",10,"RAVIER Stéphane",296,"HOVSEPIAN Garo",121,"MANNI Myriam",10,"JOHSUA Samy",47,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1459,14,7,3,"SAINT BARTHELEMY","E ELEM MERLAN","70 AVE DU MERLAN",1415,1415,792,20,772,9,7,"DIOUF Pape",58,"MIRON Richard",204,"PECOUT Danièle",7,"RAVIER Stéphane",284,"HOVSEPIAN Garo",158,"MANNI Myriam",3,"JOHSUA Samy",58,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1460,14,7,3,"SAINT BARTHELEMY","E MAT SAINTE MARTHE","30 BD RICOUX",1472,1472,839,31,808,10,7,"DIOUF Pape",50,"MIRON Richard",194,"PECOUT Danièle",3,"RAVIER Stéphane",335,"HOVSEPIAN Garo",149,"MANNI Myriam",9,"JOHSUA Samy",68,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1461,14,7,7,"NOTRE DAME LIMITE","E MAT SIMIANE","103 CHE DE ST JOSEPH A STE MARTHE",1282,1282,475,16,459,7,7,"DIOUF Pape",57,"MIRON Richard",115,"PECOUT Danièle",9,"RAVIER Stéphane",107,"HOVSEPIAN Garo",131,"MANNI Myriam",18,"JOHSUA Samy",22,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1462,14,7,7,"NOTRE DAME LIMITE","E ELEM SAINT JOSEPH MICOCOULIERS","8 BD ROLAND DORGELES",679,679,269,13,256,2,7,"DIOUF Pape",36,"MIRON Richard",59,"PECOUT Danièle",1,"RAVIER Stéphane",52,"HOVSEPIAN Garo",55,"MANNI Myriam",37,"JOHSUA Samy",16,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1463,14,7,7,"NOTRE DAME LIMITE","E MAT SIMIANE","103 CHE DE ST JOSEPH A STE MARTHE",909,909,362,15,347,2,7,"DIOUF Pape",43,"MIRON Richard",62,"PECOUT Danièle",3,"RAVIER Stéphane",91,"HOVSEPIAN Garo",95,"MANNI Myriam",10,"JOHSUA Samy",43,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1464,14,7,3,"SAINT BARTHELEMY","E MAT BATARELLE","38 RUE DE LISSANDRE",737,737,470,11,459,8,7,"DIOUF Pape",19,"MIRON Richard",152,"PECOUT Danièle",5,"RAVIER Stéphane",196,"HOVSEPIAN Garo",57,"MANNI Myriam",4,"JOHSUA Samy",26,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1465,14,7,3,"SAINT BARTHELEMY","E MAT BATARELLE","38 RUE DE LISSANDRE",921,921,590,17,573,9,7,"DIOUF Pape",31,"MIRON Richard",166,"PECOUT Danièle",4,"RAVIER Stéphane",202,"HOVSEPIAN Garo",121,"MANNI Myriam",2,"JOHSUA Samy",47,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1466,14,7,3,"NOTRE DAME LIMITE","E ELEM SAINT JOSEPH MICOCOULIERS","8 BD ROLAND DORGELES",694,694,320,11,309,1,7,"DIOUF Pape",15,"MIRON Richard",79,"PECOUT Danièle",5,"RAVIER Stéphane",144,"HOVSEPIAN Garo",44,"MANNI Myriam",1,"JOHSUA Samy",21,,,,,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1501,15,8,7,"SAINT MAURONT","E MAT ARENC BACHAS EXTERIEUR","15 BD FERDINAND DE LESSEPS",836,836,312,12,300,3,9,"FRUCTUS Arlette",57,"MARANDAT Bernard",51,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",27,"ROCHE François",1,"HAMMOU Hassen",1,"MEGUENNI Zoubida",14,"ABIDI Cyril",6,"GHALI Samia",141,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1503,15,8,7,"SAINT MAURONT","E MAT ODDO","18 RUE DE LA BUTINEUSE",606,606,230,10,220,5,9,"FRUCTUS Arlette",42,"MARANDAT Bernard",46,"BARNIER Jean-François",1,"COPPOLA Jean-Marc",30,"ROCHE François",2,"HAMMOU Hassen",3,"MEGUENNI Zoubida",15,"ABIDI Cyril",2,"GHALI Samia",79,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1504,15,8,7,"SAINT MAURONT","E ELEM ODDO","1 PCE EDGAR TARQUIN",792,792,307,6,301,5,9,"FRUCTUS Arlette",51,"MARANDAT Bernard",80,"BARNIER Jean-François",1,"COPPOLA Jean-Marc",28,"ROCHE François",4,"HAMMOU Hassen",1,"MEGUENNI Zoubida",15,"ABIDI Cyril",2,"GHALI Samia",119,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1505,15,8,7,"SAINT MAURONT","E ELEM CABUCELLE","52 BD VIALA",1275,1275,562,23,539,4,9,"FRUCTUS Arlette",106,"MARANDAT Bernard",120,"BARNIER Jean-François",3,"COPPOLA Jean-Marc",53,"ROCHE François",2,"HAMMOU Hassen",7,"MEGUENNI Zoubida",34,"ABIDI Cyril",9,"GHALI Samia",205,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1507,15,8,7,"SAINT MAURONT","E MAT BERNABO","1 TRA BERNABO",808,808,358,13,345,2,9,"FRUCTUS Arlette",63,"MARANDAT Bernard",128,"BARNIER Jean-François",1,"COPPOLA Jean-Marc",27,"ROCHE François",3,"HAMMOU Hassen",2,"MEGUENNI Zoubida",21,"ABIDI Cyril",2,"GHALI Samia",98,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1508,15,8,7,"SAINT MAURONT","E MAT CALADE","15 RUE SEVERINE",995,995,477,12,465,3,9,"FRUCTUS Arlette",112,"MARANDAT Bernard",153,"BARNIER Jean-François",0,"COPPOLA Jean-Marc",36,"ROCHE François",3,"HAMMOU Hassen",6,"MEGUENNI Zoubida",17,"ABIDI Cyril",2,"GHALI Samia",136,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1531,15,8,7,"SAINT MAURONT","E MAT SAINT LOUIS LEVEQUE","GR CAMPAGNE LEVEQUE",1069,1069,437,23,414,3,9,"FRUCTUS Arlette",78,"MARANDAT Bernard",96,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",21,"ROCHE François",5,"HAMMOU Hassen",6,"MEGUENNI Zoubida",26,"ABIDI Cyril",5,"GHALI Samia",175,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1532,15,8,7,"VERDURON","GR SCOL SAINT LOUIS CONSOLAT","47 RUE DES MUSARDISES",1018,1018,466,8,458,13,9,"FRUCTUS Arlette",88,"MARANDAT Bernard",152,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",65,"ROCHE François",3,"HAMMOU Hassen",1,"MEGUENNI Zoubida",21,"ABIDI Cyril",3,"GHALI Samia",123,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1533,15,8,7,"VERDURON","GR SCOL SAINT LOUIS CONSOLAT","47 RUE DES MUSARDISES",1121,1121,500,10,490,3,9,"FRUCTUS Arlette",98,"MARANDAT Bernard",141,"BARNIER Jean-François",5,"COPPOLA Jean-Marc",45,"ROCHE François",3,"HAMMOU Hassen",10,"MEGUENNI Zoubida",27,"ABIDI Cyril",24,"GHALI Samia",137,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1535,15,8,7,"SAINT MAURONT","E ELEM SAINT LOUIS GARE","32 RUE LE CHATELIER",789,789,374,23,351,3,9,"FRUCTUS Arlette",70,"MARANDAT Bernard",141,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",31,"ROCHE François",0,"HAMMOU Hassen",0,"MEGUENNI Zoubida",14,"ABIDI Cyril",4,"GHALI Samia",89,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1536,15,8,7,"SAINT MAURONT","E ELEM SAINT LOUIS GARE","32 RUE LE CHATELIER",658,658,261,8,253,5,9,"FRUCTUS Arlette",51,"MARANDAT Bernard",72,"BARNIER Jean-François",0,"COPPOLA Jean-Marc",22,"ROCHE François",5,"HAMMOU Hassen",0,"MEGUENNI Zoubida",10,"ABIDI Cyril",4,"GHALI Samia",89,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1537,15,8,7,"SAINT MAURONT","E ELEM SAINT LOUIS GARE","32 RUE LE CHATELIER",1253,1253,537,10,527,7,9,"FRUCTUS Arlette",64,"MARANDAT Bernard",135,"BARNIER Jean-François",1,"COPPOLA Jean-Marc",38,"ROCHE François",4,"HAMMOU Hassen",0,"MEGUENNI Zoubida",35,"ABIDI Cyril",7,"GHALI Samia",243,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1538,15,8,7,"SAINT MAURONT","E MAT SAINT JOSEPH SERVIERES","RUE DU CAPRICORNE",1100,1100,582,16,566,12,9,"FRUCTUS Arlette",97,"MARANDAT Bernard",209,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",68,"ROCHE François",7,"HAMMOU Hassen",2,"MEGUENNI Zoubida",25,"ABIDI Cyril",5,"GHALI Samia",151,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1539,15,8,7,"NOTRE DAME LIMITE","E ELEM MAURELETTE","39 BD SIMON BOLIVAR",1065,1065,424,10,414,4,9,"FRUCTUS Arlette",84,"MARANDAT Bernard",100,"BARNIER Jean-François",1,"COPPOLA Jean-Marc",37,"ROCHE François",4,"HAMMOU Hassen",5,"MEGUENNI Zoubida",48,"ABIDI Cyril",11,"GHALI Samia",124,,,,
