"NOM_ELECTION","NUMERO_TOUR","DATE_ELECTION","NOM_COLLECTIVITE","ID_COLLECTIVITE","NUMERO_BUREAU_VOTE","ARRONDISSEMENT","SECTEUR","CIRCONSCRIPTION","CANTON","NOM_BUREAU_VOTE","ADRESSE","NB_INSCRIT_THEORIQUE","NB_INSCRITS_DEPOUILLES","NB_VOTANTS","NB_BLANCS_NULS","NB_EXPRIMES","NB_PROCURATIONS","NB_CANDIDATS","NOM_CANDIDAT_01","NB_VOIX_CANDIDAT_01","NOM_CANDIDAT_02","NB_VOIX_CANDIDAT_02","NOM_CANDIDAT_03","NB_VOIX_CANDIDAT_03","NOM_CANDIDAT_04","NB_VOIX_CANDIDAT_04","NOM_CANDIDAT_05","NB_VOIX_CANDIDAT_05","NOM_CANDIDAT_06","NB_VOIX_CANDIDAT_06","NOM_CANDIDAT_07","NB_VOIX_CANDIDAT_07","NOM_CANDIDAT_08","NB_VOIX_CANDIDAT_08","NOM_CANDIDAT_09","NB_VOIX_CANDIDAT_09","NOM_CANDIDAT_10","NB_VOIX_CANDIDAT_10","NOM_CANDIDAT_11","NB_VOIX_CANDIDAT_11"
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1540,15,8,7,"NOTRE DAME LIMITE","E MAT CASTELLAS LES LIONS","AVE DU CASTELLAS",1160,1160,504,13,491,1,9,"FRUCTUS Arlette",115,"MARANDAT Bernard",120,"BARNIER Jean-François",0,"COPPOLA Jean-Marc",40,"ROCHE François",2,"HAMMOU Hassen",7,"MEGUENNI Zoubida",28,"ABIDI Cyril",13,"GHALI Samia",166,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1541,15,8,7,"NOTRE DAME LIMITE","E MAT CASTELLAS LES LIONS","AVE DU CASTELLAS",565,565,266,10,256,4,9,"FRUCTUS Arlette",66,"MARANDAT Bernard",50,"BARNIER Jean-François",0,"COPPOLA Jean-Marc",28,"ROCHE François",0,"HAMMOU Hassen",1,"MEGUENNI Zoubida",14,"ABIDI Cyril",1,"GHALI Samia",96,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1542,15,8,7,"SAINT MAURONT","GR SCOL AYGALADES OASIS","56 TRA DES LAITIERS",1357,1357,604,27,577,6,9,"FRUCTUS Arlette",108,"MARANDAT Bernard",149,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",59,"ROCHE François",1,"HAMMOU Hassen",5,"MEGUENNI Zoubida",47,"ABIDI Cyril",7,"GHALI Samia",199,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1543,15,8,7,"NOTRE DAME LIMITE","GR SCOL AYGALADES OASIS","56 TRA DES LAITIERS",1117,1117,660,25,635,20,9,"FRUCTUS Arlette",186,"MARANDAT Bernard",240,"BARNIER Jean-François",3,"COPPOLA Jean-Marc",69,"ROCHE François",3,"HAMMOU Hassen",0,"MEGUENNI Zoubida",23,"ABIDI Cyril",4,"GHALI Samia",107,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1571,15,8,7,"VERDURON","E MAT VISTE BOUSQUET","10 RUE SERGE DOURIANT",1044,1044,549,19,530,19,9,"FRUCTUS Arlette",142,"MARANDAT Bernard",161,"BARNIER Jean-François",49,"COPPOLA Jean-Marc",2,"ROCHE François",3,"HAMMOU Hassen",1,"MEGUENNI Zoubida",21,"ABIDI Cyril",4,"GHALI Samia",147,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1572,15,8,7,"VERDURON","E MAT VISTE BOUSQUET","10 RUE SERGE DOURIANT",1299,1299,546,17,529,6,9,"FRUCTUS Arlette",120,"MARANDAT Bernard",126,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",42,"ROCHE François",5,"HAMMOU Hassen",4,"MEGUENNI Zoubida",30,"ABIDI Cyril",6,"GHALI Samia",194,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1574,15,8,7,"VERDURON","GR SCOL PLAN D AOU","10 BD DU CDT ROBERT THOLLON",1517,1517,702,21,681,6,9,"FRUCTUS Arlette",155,"MARANDAT Bernard",173,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",69,"ROCHE François",3,"HAMMOU Hassen",5,"MEGUENNI Zoubida",41,"ABIDI Cyril",19,"GHALI Samia",214,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1575,15,8,7,"NOTRE DAME LIMITE","E MAT SAINT ANTOINE CENTRE","19 AVE DE ROQUEFAVOUR",610,610,328,11,317,4,9,"FRUCTUS Arlette",86,"MARANDAT Bernard",104,"BARNIER Jean-François",0,"COPPOLA Jean-Marc",35,"ROCHE François",3,"HAMMOU Hassen",5,"MEGUENNI Zoubida",2,"ABIDI Cyril",6,"GHALI Samia",76,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1576,15,8,7,"NOTRE DAME LIMITE","E ELEM BORELS","3 BD BELLE VUE",1144,1144,655,22,633,12,9,"FRUCTUS Arlette",146,"MARANDAT Bernard",247,"BARNIER Jean-François",0,"COPPOLA Jean-Marc",70,"ROCHE François",8,"HAMMOU Hassen",4,"MEGUENNI Zoubida",22,"ABIDI Cyril",6,"GHALI Samia",130,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1577,15,8,7,"NOTRE DAME LIMITE","E MAT SAVINE I","99 BD DE LA SAVINE",1475,1475,565,28,537,0,9,"FRUCTUS Arlette",86,"MARANDAT Bernard",71,"BARNIER Jean-François",3,"COPPOLA Jean-Marc",73,"ROCHE François",3,"HAMMOU Hassen",42,"MEGUENNI Zoubida",36,"ABIDI Cyril",7,"GHALI Samia",216,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1578,15,8,7,"NOTRE DAME LIMITE","E MAT SAINT ANTOINE PALANQUE","46 CHE DE LA MARTINE",735,735,381,7,374,3,9,"FRUCTUS Arlette",106,"MARANDAT Bernard",124,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",26,"ROCHE François",4,"HAMMOU Hassen",0,"MEGUENNI Zoubida",14,"ABIDI Cyril",2,"GHALI Samia",96,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1579,15,8,7,"NOTRE DAME LIMITE","E MAT SAINT ANTOINE PALANQUE","46 CHE DE LA MARTINE",1049,1049,543,14,529,7,9,"FRUCTUS Arlette",115,"MARANDAT Bernard",227,"BARNIER Jean-François",0,"COPPOLA Jean-Marc",50,"ROCHE François",1,"HAMMOU Hassen",4,"MEGUENNI Zoubida",23,"ABIDI Cyril",1,"GHALI Samia",108,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1580,15,8,7,"NOTRE DAME LIMITE","E MAT JEAN PERRIN","34 AVE DU VALLON D'OL",1128,1128,568,21,547,5,9,"FRUCTUS Arlette",95,"MARANDAT Bernard",165,"BARNIER Jean-François",3,"COPPOLA Jean-Marc",49,"ROCHE François",5,"HAMMOU Hassen",8,"MEGUENNI Zoubida",16,"ABIDI Cyril",6,"GHALI Samia",200,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1581,15,8,7,"NOTRE DAME LIMITE","E ELEM PARC KALLISTE","124 CHE DES BOURRELY",993,993,281,5,276,3,9,"FRUCTUS Arlette",91,"MARANDAT Bernard",38,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",19,"ROCHE François",0,"HAMMOU Hassen",8,"MEGUENNI Zoubida",23,"ABIDI Cyril",3,"GHALI Samia",92,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1582,15,8,7,"NOTRE DAME LIMITE","E MAT GRANIERE","46 CHE DES BAUMILLONS",1381,1381,602,13,589,1,9,"FRUCTUS Arlette",116,"MARANDAT Bernard",232,"BARNIER Jean-François",4,"COPPOLA Jean-Marc",33,"ROCHE François",1,"HAMMOU Hassen",4,"MEGUENNI Zoubida",35,"ABIDI Cyril",6,"GHALI Samia",158,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1583,15,8,7,"NOTRE DAME LIMITE","E ELEM FABRETTES","8 TRA DE L'ARLESIENNE",779,779,421,12,409,0,9,"FRUCTUS Arlette",89,"MARANDAT Bernard",165,"BARNIER Jean-François",3,"COPPOLA Jean-Marc",34,"ROCHE François",1,"HAMMOU Hassen",1,"MEGUENNI Zoubida",22,"ABIDI Cyril",4,"GHALI Samia",90,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1584,15,8,7,"VERDURON","E MAT VERDURON HAUT","2 BD DE LA PINEDE",779,779,472,21,451,3,9,"FRUCTUS Arlette",105,"MARANDAT Bernard",157,"BARNIER Jean-François",1,"COPPOLA Jean-Marc",64,"ROCHE François",6,"HAMMOU Hassen",0,"MEGUENNI Zoubida",27,"ABIDI Cyril",5,"GHALI Samia",86,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1585,15,8,7,"VERDURON","E ELEM BRICARDE","125 BD HENRI BARNIER",1362,1362,504,12,492,2,9,"FRUCTUS Arlette",107,"MARANDAT Bernard",101,"BARNIER Jean-François",1,"COPPOLA Jean-Marc",41,"ROCHE François",4,"HAMMOU Hassen",7,"MEGUENNI Zoubida",22,"ABIDI Cyril",3,"GHALI Samia",206,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1586,15,8,7,"VERDURON","E MAT SAINT ANDRE BARNIER","274 BD HENRI BARNIER",1085,1085,401,17,384,1,9,"FRUCTUS Arlette",68,"MARANDAT Bernard",43,"BARNIER Jean-François",0,"COPPOLA Jean-Marc",27,"ROCHE François",7,"HAMMOU Hassen",6,"MEGUENNI Zoubida",23,"ABIDI Cyril",6,"GHALI Samia",204,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1587,15,8,7,"NOTRE DAME LIMITE","E ELEM SOLIDARITE","38 CHE DE LA BIGOTTE",1551,1551,552,16,536,0,9,"FRUCTUS Arlette",117,"MARANDAT Bernard",67,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",49,"ROCHE François",0,"HAMMOU Hassen",12,"MEGUENNI Zoubida",38,"ABIDI Cyril",11,"GHALI Samia",240,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1588,15,8,7,"VERDURON","E MAT SAINT ANDRE BARNIER","274 BD HENRI BARNIER",1111,1111,423,10,413,1,9,"FRUCTUS Arlette",83,"MARANDAT Bernard",35,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",23,"ROCHE François",2,"HAMMOU Hassen",3,"MEGUENNI Zoubida",39,"ABIDI Cyril",3,"GHALI Samia",223,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1601,16,8,7,"VERDURON","E ELEM SAINT ANDRE CONDORCET","ENTREE 430 BD HENRI BARNIER",1090,1090,507,17,490,5,9,"FRUCTUS Arlette",92,"MARANDAT Bernard",158,"BARNIER Jean-François",1,"COPPOLA Jean-Marc",63,"ROCHE François",2,"HAMMOU Hassen",1,"MEGUENNI Zoubida",24,"ABIDI Cyril",3,"GHALI Samia",146,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1602,16,8,7,"VERDURON","E ELEM SAINT ANDRE CONDORCET","ENTREE 430 BD HENRI BARNIER",861,861,466,14,452,9,9,"FRUCTUS Arlette",120,"MARANDAT Bernard",113,"BARNIER Jean-François",2,"COPPOLA Jean-Marc",40,"ROCHE François",7,"HAMMOU Hassen",2,"MEGUENNI Zoubida",17,"ABIDI Cyril",5,"GHALI Samia",146,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1606,16,8,7,"VERDURON","E ELEM SAINT HENRI I","95 RUE RABELAIS",784,784,371,11,360,8,9,"FRUCTUS Arlette",73,"MARANDAT Bernard",95,"BARNIER Jean-François",4,"COPPOLA Jean-Marc",43,"ROCHE François",9,"HAMMOU Hassen",3,"MEGUENNI Zoubida",16,"ABIDI Cyril",2,"GHALI Samia",115,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1607,16,8,7,"VERDURON","E ELEM SAINT HENRI I","95 RUE RABELAIS",674,674,402,13,389,8,9,"FRUCTUS Arlette",66,"MARANDAT Bernard",120,"BARNIER Jean-François",0,"COPPOLA Jean-Marc",75,"ROCHE François",2,"HAMMOU Hassen",2,"MEGUENNI Zoubida",26,"ABIDI Cyril",0,"GHALI Samia",98,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1608,16,8,7,"VERDURON","E ELEM SAINT HENRI II","14 PCE RAPHEL",1378,1378,663,15,648,0,9,"FRUCTUS Arlette",146,"MARANDAT Bernard",236,"BARNIER Jean-François",3,"COPPOLA Jean-Marc",60,"ROCHE François",8,"HAMMOU Hassen",1,"MEGUENNI Zoubida",28,"ABIDI Cyril",4,"GHALI Samia",162,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1609,16,8,7,"VERDURON","E ELEM SAINT HENRI II","14 PCE RAPHEL",808,808,414,17,397,7,9,"FRUCTUS Arlette",71,"MARANDAT Bernard",111,"BARNIER Jean-François",3,"COPPOLA Jean-Marc",59,"ROCHE François",1,"HAMMOU Hassen",1,"MEGUENNI Zoubida",20,"ABIDI Cyril",1,"GHALI Samia",130,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1610,16,8,7,"VERDURON","E MAT ESTAQUE GARE","33 BD FENOUIL",866,866,498,11,487,18,9,"FRUCTUS Arlette",106,"MARANDAT Bernard",114,"BARNIER Jean-François",4,"COPPOLA Jean-Marc",88,"ROCHE François",7,"HAMMOU Hassen",0,"MEGUENNI Zoubida",34,"ABIDI Cyril",1,"GHALI Samia",133,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1611,16,8,7,"VERDURON","E MAT ESTAQUE PLAGE","23 BD ALBIN BANDINI",969,969,550,19,531,6,9,"FRUCTUS Arlette",131,"MARANDAT Bernard",102,"BARNIER Jean-François",3,"COPPOLA Jean-Marc",95,"ROCHE François",1,"HAMMOU Hassen",3,"MEGUENNI Zoubida",41,"ABIDI Cyril",3,"GHALI Samia",152,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1612,16,8,7,"VERDURON","E ELEM ESTAQUE PLAGE II","4 MONTEE DES ECOLES",942,942,576,16,560,8,9,"FRUCTUS Arlette",106,"MARANDAT Bernard",138,"BARNIER Jean-François",3,"COPPOLA Jean-Marc",128,"ROCHE François",11,"HAMMOU Hassen",0,"MEGUENNI Zoubida",35,"ABIDI Cyril",7,"GHALI Samia",132,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1613,16,8,7,"VERDURON","E MAT ESTAQUE RIAUX","12 BD FALAISE",694,694,377,15,362,11,9,"FRUCTUS Arlette",52,"MARANDAT Bernard",73,"BARNIER Jean-François",1,"COPPOLA Jean-Marc",87,"ROCHE François",4,"HAMMOU Hassen",2,"MEGUENNI Zoubida",15,"ABIDI Cyril",1,"GHALI Samia",127,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,1614,16,8,7,"VERDURON","E MAT ESTAQUE RIAUX","12 BD FALAISE",775,775,430,15,415,0,9,"FRUCTUS Arlette",67,"MARANDAT Bernard",93,"BARNIER Jean-François",1,"COPPOLA Jean-Marc",92,"ROCHE François",4,"HAMMOU Hassen",0,"MEGUENNI Zoubida",21,"ABIDI Cyril",1,"GHALI Samia",136,,,,
