"NOM_ELECTION","NUMERO_TOUR","DATE_ELECTION","NOM_COLLECTIVITE","ID_COLLECTIVITE","NUMERO_BUREAU_VOTE","ARRONDISSEMENT","SECTEUR","CIRCONSCRIPTION","CANTON","NOM_BUREAU_VOTE","ADRESSE","NB_INSCRIT_THEORIQUE","NB_INSCRITS_DEPOUILLES","VOTANTS","NB_BLANCS","NB_NULS","NB_EXPRIMES","NB_PROCURATIONS","NB_CANDIDATS","NOM_CANDIDAT_01","NB_VOIX_CANDIDAT_01","NOM_CANDIDAT_02","NB_VOIX_CANDIDAT_02","NOM_CANDIDAT_03","NB_VOIX_CANDIDAT_03","NOM_CANDIDAT_04","NB_VOIX_CANDIDAT_04","NOM_CANDIDAT_05","NB_VOIX_CANDIDAT_05","NOM_CANDIDAT_06","NB_VOIX_CANDIDAT_06","NOM_CANDIDAT_07","NB_VOIX_CANDIDAT_07","NOM_CANDIDAT_08","NB_VOIX_CANDIDAT_08","NOM_CANDIDAT_09","NB_VOIX_CANDIDAT_09","NOM_CANDIDAT_10","NB_VOIX_CANDIDAT_10","NOM_CANDIDAT_11","NB_VOIX_CANDIDAT_11","NOM_CANDIDAT_12","NB_VOIX_CANDIDAT_12","NOM_CANDIDAT_13","NB_VOIX_CANDIDAT_13","NOM_CANDIDAT_14","NB_VOIX_CANDIDAT_14","NOM_CANDIDAT_15","NB_VOIX_CANDIDAT_15","NOM_CANDIDAT_16","NB_VOIX_CANDIDAT_16","NOM_CANDIDAT_17","NB_VOIX_CANDIDAT_17","NOM_CANDIDAT_18","NB_VOIX_CANDIDAT_18","NOM_CANDIDAT_19","NB_VOIX_CANDIDAT_19","NOM_CANDIDAT_20","NB_VOIX_CANDIDAT_20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1344,13,7,3,"17 - MARSEILLE 6","E MAT MAURELLE PETIT SEMINAIRE","22 RUE MARIUS BRIATA",1008,1009,279,0,5,274,2,10,"ROSSI Julien",13,"GALTIER David",42,"PÉCOUT Danièle",2,"HAROUCHE Karine",1,"RAVIER Stéphane",118,"COLIN Josépha",19,"BENSAADA Mohammed",13,"BULTEAU-RAMBAUD Marie-Florence",22,"BACCHI Jérémy",41,"ZIDANE Farid",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1345,13,7,3,"17 - MARSEILLE 6","E MAT MAURELLE PETIT SEMINAIRE","22 RUE MARIUS BRIATA",709,709,141,3,8,130,0,10,"ROSSI Julien",25,"GALTIER David",27,"PÉCOUT Danièle",2,"HAROUCHE Karine",1,"RAVIER Stéphane",29,"COLIN Josépha",11,"BENSAADA Mohammed",8,"BULTEAU-RAMBAUD Marie-Florence",7,"BACCHI Jérémy",19,"ZIDANE Farid",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1346,13,7,3,"17 - MARSEILLE 6","E ELEM ROSE LA GARDE","RUE GASTON BACHELARD",966,969,214,2,5,207,0,10,"ROSSI Julien",19,"GALTIER David",52,"PÉCOUT Danièle",0,"HAROUCHE Karine",1,"RAVIER Stéphane",57,"COLIN Josépha",16,"BENSAADA Mohammed",17,"BULTEAU-RAMBAUD Marie-Florence",9,"BACCHI Jérémy",34,"ZIDANE Farid",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1347,13,7,3,"17 - MARSEILLE 6","E ELEM ROSE LA GARDE","RUE GASTON BACHELARD",1104,1098,291,6,7,278,5,10,"ROSSI Julien",18,"GALTIER David",43,"PÉCOUT Danièle",4,"HAROUCHE Karine",0,"RAVIER Stéphane",117,"COLIN Josépha",28,"BENSAADA Mohammed",18,"BULTEAU-RAMBAUD Marie-Florence",10,"BACCHI Jérémy",36,"ZIDANE Farid",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1348,13,7,3,"17 - MARSEILLE 6","E ELEM ROSE SAUVAGINE","38 AVE MERLEAU PONTY",798,794,259,6,7,246,0,10,"ROSSI Julien",13,"GALTIER David",38,"PÉCOUT Danièle",4,"HAROUCHE Karine",0,"RAVIER Stéphane",104,"COLIN Josépha",28,"BENSAADA Mohammed",13,"BULTEAU-RAMBAUD Marie-Florence",8,"BACCHI Jérémy",38,"ZIDANE Farid",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1349,13,7,3,"17 - MARSEILLE 6","E ELEM SAINT MITRE","117 CHE DE CHATEAU GOMBERT",1522,1529,468,2,7,459,4,10,"ROSSI Julien",18,"GALTIER David",76,"PÉCOUT Danièle",2,"HAROUCHE Karine",2,"RAVIER Stéphane",203,"COLIN Josépha",38,"BENSAADA Mohammed",27,"BULTEAU-RAMBAUD Marie-Florence",26,"BACCHI Jérémy",65,"ZIDANE Farid",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1350,13,7,3,"17 - MARSEILLE 6","E ELEM SAINT MITRE","117 CHE DE CHATEAU GOMBERT",1349,1347,421,6,9,406,6,10,"ROSSI Julien",25,"GALTIER David",73,"PÉCOUT Danièle",2,"HAROUCHE Karine",1,"RAVIER Stéphane",170,"COLIN Josépha",23,"BENSAADA Mohammed",18,"BULTEAU-RAMBAUD Marie-Florence",18,"BACCHI Jérémy",70,"ZIDANE Farid",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1351,13,7,3,"17 - MARSEILLE 6","E MAT BALUSTRES","4 CHE DE N. D. DE CONSOLATION",1320,1316,386,6,5,375,7,10,"ROSSI Julien",30,"GALTIER David",67,"PÉCOUT Danièle",1,"HAROUCHE Karine",2,"RAVIER Stéphane",137,"COLIN Josépha",43,"BENSAADA Mohammed",23,"BULTEAU-RAMBAUD Marie-Florence",17,"BACCHI Jérémy",49,"ZIDANE Farid",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1360,13,7,3,"17 - MARSEILLE 6","E MAT FONDACLE","5 TRA DES PLATRIERES",816,819,234,1,17,216,4,10,"ROSSI Julien",23,"GALTIER David",42,"PÉCOUT Danièle",2,"HAROUCHE Karine",0,"RAVIER Stéphane",61,"COLIN Josépha",23,"BENSAADA Mohammed",15,"BULTEAU-RAMBAUD Marie-Florence",9,"BACCHI Jérémy",34,"ZIDANE Farid",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1361,13,7,3,"17 - MARSEILLE 6","E MAT ROSE SAINT THEODORE","41 ALLEE DES BERGERONNETTES",960,963,321,3,6,312,5,10,"ROSSI Julien",29,"GALTIER David",41,"PÉCOUT Danièle",1,"HAROUCHE Karine",0,"RAVIER Stéphane",147,"COLIN Josépha",38,"BENSAADA Mohammed",9,"BULTEAU-RAMBAUD Marie-Florence",13,"BACCHI Jérémy",31,"ZIDANE Farid",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1362,13,7,3,"17 - MARSEILLE 6","E ELEM MARTEGAUX","5 CHE DES MARTEGAUX",874,868,272,7,9,256,9,10,"ROSSI Julien",7,"GALTIER David",51,"PÉCOUT Danièle",1,"HAROUCHE Karine",0,"RAVIER Stéphane",123,"COLIN Josépha",34,"BENSAADA Mohammed",7,"BULTEAU-RAMBAUD Marie-Florence",8,"BACCHI Jérémy",25,"ZIDANE Farid",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1363,13,7,3,"17 - MARSEILLE 6","E MAT OLIVES","ENTREE 6 RUE LAFFERAGE",1575,1569,459,4,9,446,9,10,"ROSSI Julien",13,"GALTIER David",89,"PÉCOUT Danièle",2,"HAROUCHE Karine",0,"RAVIER Stéphane",191,"COLIN Josépha",36,"BENSAADA Mohammed",28,"BULTEAU-RAMBAUD Marie-Florence",28,"BACCHI Jérémy",57,"ZIDANE Farid",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1364,13,7,3,"17 - MARSEILLE 6","E MAT OLIVES","ENTREE 6 RUE LAFFERAGE",1301,1302,387,4,5,378,7,10,"ROSSI Julien",25,"GALTIER David",80,"PÉCOUT Danièle",1,"HAROUCHE Karine",1,"RAVIER Stéphane",131,"COLIN Josépha",24,"BENSAADA Mohammed",15,"BULTEAU-RAMBAUD Marie-Florence",29,"BACCHI Jérémy",66,"ZIDANE Farid",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1365,13,7,3,"17 - MARSEILLE 6","E ELEM CROIX ROUGE CAMPAGNE","14 AVE FOURNACLE",1356,1344,347,4,5,338,1,10,"ROSSI Julien",40,"GALTIER David",69,"PÉCOUT Danièle",3,"HAROUCHE Karine",1,"RAVIER Stéphane",107,"COLIN Josépha",44,"BENSAADA Mohammed",16,"BULTEAU-RAMBAUD Marie-Florence",7,"BACCHI Jérémy",46,"ZIDANE Farid",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1366,13,7,3,"17 - MARSEILLE 6","GR SCOL ROSE VAL PLAN","TRA DE VAL PLAN",994,999,196,2,2,192,0,10,"ROSSI Julien",29,"GALTIER David",41,"PÉCOUT Danièle",2,"HAROUCHE Karine",0,"RAVIER Stéphane",65,"COLIN Josépha",12,"BENSAADA Mohammed",10,"BULTEAU-RAMBAUD Marie-Florence",7,"BACCHI Jérémy",25,"ZIDANE Farid",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1367,13,7,3,"17 - MARSEILLE 6","E ELEM CHATEAU GOMBERT ATHENA","13 RUE ROBERT DE ROUX",1422,1417,528,4,4,520,8,10,"ROSSI Julien",11,"GALTIER David",95,"PÉCOUT Danièle",3,"HAROUCHE Karine",0,"RAVIER Stéphane",225,"COLIN Josépha",37,"BENSAADA Mohammed",18,"BULTEAU-RAMBAUD Marie-Florence",37,"BACCHI Jérémy",91,"ZIDANE Farid",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1368,13,7,3,"17 - MARSEILLE 6","GR SCOL ROSE CASTORS VX CYPRES","189 CHE DE N. D. DE CONSOLATION",1315,1295,372,3,7,362,5,10,"ROSSI Julien",20,"GALTIER David",63,"PÉCOUT Danièle",3,"HAROUCHE Karine",0,"RAVIER Stéphane",141,"COLIN Josépha",47,"BENSAADA Mohammed",18,"BULTEAU-RAMBAUD Marie-Florence",22,"BACCHI Jérémy",40,"ZIDANE Farid",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1369,13,7,3,"17 - MARSEILLE 6","E ELEM CHATEAU GOMBERT","38 BD FERNAND DURBEC",1416,1415,435,3,2,430,11,10,"ROSSI Julien",7,"GALTIER David",92,"PÉCOUT Danièle",1,"HAROUCHE Karine",1,"RAVIER Stéphane",161,"COLIN Josépha",28,"BENSAADA Mohammed",14,"BULTEAU-RAMBAUD Marie-Florence",44,"BACCHI Jérémy",82,"ZIDANE Farid",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1370,13,7,3,"17 - MARSEILLE 6","E ELEM CHATEAU GOMBERT","38 BD FERNAND DURBEC",1533,1517,512,5,4,503,1,10,"ROSSI Julien",10,"GALTIER David",70,"PÉCOUT Danièle",3,"HAROUCHE Karine",0,"RAVIER Stéphane",236,"COLIN Josépha",32,"BENSAADA Mohammed",18,"BULTEAU-RAMBAUD Marie-Florence",37,"BACCHI Jérémy",97,"ZIDANE Farid",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1371,13,7,3,"17 - MARSEILLE 6","E MAT LES PRAIRIES","40 CHE ST MITRE A FOUR DE BUZE",1447,1443,497,4,13,480,0,10,"ROSSI Julien",16,"GALTIER David",63,"PÉCOUT Danièle",4,"HAROUCHE Karine",0,"RAVIER Stéphane",212,"COLIN Josépha",35,"BENSAADA Mohammed",27,"BULTEAU-RAMBAUD Marie-Florence",30,"BACCHI Jérémy",92,"ZIDANE Farid",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1372,13,7,3,"17 - MARSEILLE 6","E ELEM PARADE","73 CHE DE PALAMA",974,973,378,1,5,372,13,10,"ROSSI Julien",8,"GALTIER David",64,"PÉCOUT Danièle",1,"HAROUCHE Karine",2,"RAVIER Stéphane",116,"COLIN Josépha",27,"BENSAADA Mohammed",19,"BULTEAU-RAMBAUD Marie-Florence",37,"BACCHI Jérémy",95,"ZIDANE Farid",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1373,13,7,3,"17 - MARSEILLE 6","E ELEM PARADE","73 CHE DE PALAMA",1124,1125,429,9,6,414,3,10,"ROSSI Julien",12,"GALTIER David",37,"PÉCOUT Danièle",2,"HAROUCHE Karine",0,"RAVIER Stéphane",193,"COLIN Josépha",38,"BENSAADA Mohammed",25,"BULTEAU-RAMBAUD Marie-Florence",20,"BACCHI Jérémy",84,"ZIDANE Farid",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1374,13,7,3,"17 - MARSEILLE 6","E MAT LES PRAIRIES","40 CHE ST MITRE A FOUR DE BUZE",1492,1492,547,5,4,538,0,10,"ROSSI Julien",12,"GALTIER David",91,"PÉCOUT Danièle",3,"HAROUCHE Karine",1,"RAVIER Stéphane",228,"COLIN Josépha",52,"BENSAADA Mohammed",26,"BULTEAU-RAMBAUD Marie-Florence",42,"BACCHI Jérémy",83,"ZIDANE Farid",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1375,13,7,3,"17 - MARSEILLE 6","E ELEM CHATEAU GOMBERT","38 BD FERNAND DURBEC",1596,1595,556,10,6,540,7,10,"ROSSI Julien",9,"GALTIER David",94,"PÉCOUT Danièle",4,"HAROUCHE Karine",2,"RAVIER Stéphane",215,"COLIN Josépha",52,"BENSAADA Mohammed",23,"BULTEAU-RAMBAUD Marie-Florence",41,"BACCHI Jérémy",99,"ZIDANE Farid",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1376,13,7,3,"17 - MARSEILLE 6","E ELEM MARTEGAUX","5 CHE DES MARTEGAUX",1033,1030,358,6,1,351,11,10,"ROSSI Julien",22,"GALTIER David",73,"PÉCOUT Danièle",2,"HAROUCHE Karine",2,"RAVIER Stéphane",158,"COLIN Josépha",30,"BENSAADA Mohammed",21,"BULTEAU-RAMBAUD Marie-Florence",7,"BACCHI Jérémy",36,"ZIDANE Farid",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1377,13,7,3,"17 - MARSEILLE 6","GR SCOL ROSE VAL PLAN","TRA DE VAL PLAN",803,797,182,2,5,175,0,10,"ROSSI Julien",41,"GALTIER David",57,"PÉCOUT Danièle",2,"HAROUCHE Karine",0,"RAVIER Stéphane",40,"COLIN Josépha",11,"BENSAADA Mohammed",4,"BULTEAU-RAMBAUD Marie-Florence",1,"BACCHI Jérémy",17,"ZIDANE Farid",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1378,13,7,3,"17 - MARSEILLE 6","E ELEM PARADE","73 CHE DE PALAMA",830,821,333,3,10,320,7,10,"ROSSI Julien",4,"GALTIER David",46,"PÉCOUT Danièle",3,"HAROUCHE Karine",3,"RAVIER Stéphane",153,"COLIN Josépha",19,"BENSAADA Mohammed",18,"BULTEAU-RAMBAUD Marie-Florence",19,"BACCHI Jérémy",54,"ZIDANE Farid",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1401,14,7,7,"15 - MARSEILLE 4","E MAT SAINT GABRIEL","80 CHE DE GIBBES",930,929,286,4,6,276,5,10,"ROSSI Julien",23,"GALTIER David",39,"PÉCOUT Danièle",2,"HAROUCHE Karine",0,"RAVIER Stéphane",124,"COLIN Josépha",27,"BENSAADA Mohammed",14,"BULTEAU-RAMBAUD Marie-Florence",4,"BACCHI Jérémy",38,"ZIDANE Farid",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1402,14,7,7,"15 - MARSEILLE 4","E ELEM CANET BARBES","21 BD BARBES",1110,1099,324,6,3,315,3,10,"ROSSI Julien",39,"GALTIER David",54,"PÉCOUT Danièle",2,"HAROUCHE Karine",0,"RAVIER Stéphane",117,"COLIN Josépha",14,"BENSAADA Mohammed",21,"BULTEAU-RAMBAUD Marie-Florence",12,"BACCHI Jérémy",40,"ZIDANE Farid",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1404,14,7,7,"15 - MARSEILLE 4","E MAT CANET AMBROSINI","26 BD DE LA MAISON BLANCHE",1445,1440,322,2,10,310,4,10,"ROSSI Julien",91,"GALTIER David",48,"PÉCOUT Danièle",2,"HAROUCHE Karine",0,"RAVIER Stéphane",79,"COLIN Josépha",16,"BENSAADA Mohammed",19,"BULTEAU-RAMBAUD Marie-Florence",15,"BACCHI Jérémy",24,"ZIDANE Farid",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1405,14,7,7,"15 - MARSEILLE 4","E ELEM CANET LAROUSSE","47 BD LAROUSSE",1421,1412,296,5,5,286,0,10,"ROSSI Julien",75,"GALTIER David",54,"PÉCOUT Danièle",0,"HAROUCHE Karine",0,"RAVIER Stéphane",48,"COLIN Josépha",23,"BENSAADA Mohammed",20,"BULTEAU-RAMBAUD Marie-Florence",18,"BACCHI Jérémy",27,"ZIDANE Farid",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1407,14,7,7,"15 - MARSEILLE 4","E ELEM CANET JEAN JAURES","ENTREE 28 AVE DES ARNAVAUX",1397,1391,326,3,13,310,0,10,"ROSSI Julien",64,"GALTIER David",54,"PÉCOUT Danièle",1,"HAROUCHE Karine",0,"RAVIER Stéphane",97,"COLIN Josépha",19,"BENSAADA Mohammed",15,"BULTEAU-RAMBAUD Marie-Florence",12,"BACCHI Jérémy",38,"ZIDANE Farid",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1408,14,7,7,"15 - MARSEILLE 4","E ELEM CLAIR SOLEIL","49 BD CHARLES MORETTI",679,677,184,1,1,182,1,10,"ROSSI Julien",15,"GALTIER David",30,"PÉCOUT Danièle",4,"HAROUCHE Karine",1,"RAVIER Stéphane",68,"COLIN Josépha",12,"BENSAADA Mohammed",12,"BULTEAU-RAMBAUD Marie-Florence",5,"BACCHI Jérémy",32,"ZIDANE Farid",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1409,14,7,7,"15 - MARSEILLE 4","E ELEM CLAIR SOLEIL","49 BD CHARLES MORETTI",763,762,196,2,2,192,2,10,"ROSSI Julien",55,"GALTIER David",30,"PÉCOUT Danièle",4,"HAROUCHE Karine",0,"RAVIER Stéphane",66,"COLIN Josépha",12,"BENSAADA Mohammed",7,"BULTEAU-RAMBAUD Marie-Florence",5,"BACCHI Jérémy",7,"ZIDANE Farid",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1410,14,7,7,"16 - MARSEILLE 5","E MAT SAINT BARTHELEMY S.N.C.F.","BD CHARLES MORETTI PROLONGE",949,953,270,2,7,261,2,10,"ROSSI Julien",50,"GALTIER David",52,"PÉCOUT Danièle",2,"HAROUCHE Karine",0,"RAVIER Stéphane",70,"COLIN Josépha",18,"BENSAADA Mohammed",11,"BULTEAU-RAMBAUD Marie-Florence",7,"BACCHI Jérémy",46,"ZIDANE Farid",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1411,14,7,7,"15 - MARSEILLE 4","E MAT SAINT GABRIEL","ENTREE 22 RUE MAURICE MASSIAS",504,504,130,1,3,126,1,10,"ROSSI Julien",14,"GALTIER David",16,"PÉCOUT Danièle",1,"HAROUCHE Karine",0,"RAVIER Stéphane",43,"COLIN Josépha",13,"BENSAADA Mohammed",3,"BULTEAU-RAMBAUD Marie-Florence",7,"BACCHI Jérémy",25,"ZIDANE Farid",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1414,14,7,3,"15 - MARSEILLE 4","E MAT SAINT GABRIEL","ENTREE 22 RUE MAURICE MASSIAS",1154,1161,261,0,9,252,2,10,"ROSSI Julien",25,"GALTIER David",31,"PÉCOUT Danièle",2,"HAROUCHE Karine",0,"RAVIER Stéphane",95,"COLIN Josépha",19,"BENSAADA Mohammed",12,"BULTEAU-RAMBAUD Marie-Florence",10,"BACCHI Jérémy",58,"ZIDANE Farid",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1415,14,7,3,"15 - MARSEILLE 4","GR SCOL SINONCELLI","51 RUE BOISSELOT",991,992,278,3,0,275,3,10,"ROSSI Julien",24,"GALTIER David",30,"PÉCOUT Danièle",0,"HAROUCHE Karine",0,"RAVIER Stéphane",129,"COLIN Josépha",23,"BENSAADA Mohammed",15,"BULTEAU-RAMBAUD Marie-Florence",5,"BACCHI Jérémy",47,"ZIDANE Farid",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1416,14,7,3,"16 - MARSEILLE 5","GR SCOL SINONCELLI","51 RUE BOISSELOT",952,955,208,0,2,206,5,10,"ROSSI Julien",36,"GALTIER David",35,"PÉCOUT Danièle",3,"HAROUCHE Karine",0,"RAVIER Stéphane",54,"COLIN Josépha",29,"BENSAADA Mohammed",12,"BULTEAU-RAMBAUD Marie-Florence",5,"BACCHI Jérémy",29,"ZIDANE Farid",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
