"NOM_ELECTION","NUMERO_TOUR","DATE_ELECTION","NOM_COLLECTIVITE","ID_COLLECTIVITE","NUMERO_BUREAU_VOTE","ARRONDISSEMENT","SECTEUR","CIRCONSCRIPTION","CANTON","NOM_BUREAU_VOTE","ADRESSE","NB_INSCRIT_THEORIQUE","NB_INSCRITS_DEPOUILLES","VOTANTS","NB_BLANCS","NB_NULS","NB_EXPRIMES","NB_PROCURATIONS","NB_CANDIDATS","NOM_CANDIDAT_01","NB_VOIX_CANDIDAT_01","NOM_CANDIDAT_02","NB_VOIX_CANDIDAT_02","NOM_CANDIDAT_03","NB_VOIX_CANDIDAT_03","NOM_CANDIDAT_04","NB_VOIX_CANDIDAT_04","NOM_CANDIDAT_05","NB_VOIX_CANDIDAT_05","NOM_CANDIDAT_06","NB_VOIX_CANDIDAT_06","NOM_CANDIDAT_07","NB_VOIX_CANDIDAT_07","NOM_CANDIDAT_08","NB_VOIX_CANDIDAT_08","NOM_CANDIDAT_09","NB_VOIX_CANDIDAT_09","NOM_CANDIDAT_10","NB_VOIX_CANDIDAT_10","NOM_CANDIDAT_11","NB_VOIX_CANDIDAT_11","NOM_CANDIDAT_12","NB_VOIX_CANDIDAT_12","NOM_CANDIDAT_13","NB_VOIX_CANDIDAT_13","NOM_CANDIDAT_14","NB_VOIX_CANDIDAT_14","NOM_CANDIDAT_15","NB_VOIX_CANDIDAT_15","NOM_CANDIDAT_16","NB_VOIX_CANDIDAT_16","NOM_CANDIDAT_17","NB_VOIX_CANDIDAT_17","NOM_CANDIDAT_18","NB_VOIX_CANDIDAT_18","NOM_CANDIDAT_19","NB_VOIX_CANDIDAT_19","NOM_CANDIDAT_20","NB_VOIX_CANDIDAT_20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,661,6,4,5,"23 - MARSEILLE 12","TEMPO FALQUE","36 RUE FALQUE",641,637,246,2,1,243,4,7,"BERLAND Yvon",23,"PERNEY Ludovic",19,"FORTIN Olivia",66,"JUSTE Christine",37,"MARANDAT Bernard",29,"BLANC Pierre-Henri",8,"VASSAL Martine",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,662,6,4,5,"23 - MARSEILLE 12","TEMPO FALQUE","36 RUE FALQUE",914,904,303,2,4,297,3,7,"BERLAND Yvon",35,"PERNEY Ludovic",22,"FORTIN Olivia",76,"JUSTE Christine",35,"MARANDAT Bernard",36,"BLANC Pierre-Henri",9,"VASSAL Martine",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,663,6,4,5,"22 - MARSEILLE 11","E MAT DELPHES","6 AVE DE DELPHES",1291,1290,435,1,4,430,5,7,"BERLAND Yvon",58,"PERNEY Ludovic",42,"FORTIN Olivia",81,"JUSTE Christine",40,"MARANDAT Bernard",78,"BLANC Pierre-Henri",15,"VASSAL Martine",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,664,6,4,5,"22 - MARSEILLE 11","E MAT DELPHES","6 AVE DE DELPHES",1155,1148,433,1,3,429,10,7,"BERLAND Yvon",54,"PERNEY Ludovic",39,"FORTIN Olivia",80,"JUSTE Christine",35,"MARANDAT Bernard",55,"BLANC Pierre-Henri",16,"VASSAL Martine",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,671,6,4,5,"23 - MARSEILLE 12","E ELEM JEAN FIOLLE","63 RUE DU DOCTEUR FIOLLE",1275,1262,501,2,1,498,15,7,"BERLAND Yvon",81,"PERNEY Ludovic",37,"FORTIN Olivia",120,"JUSTE Christine",74,"MARANDAT Bernard",48,"BLANC Pierre-Henri",8,"VASSAL Martine",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,672,6,4,5,"23 - MARSEILLE 12","E ELEM GUADELOUPE","7 RUE DE LA GUADELOUPE",1003,1002,402,6,3,393,4,7,"BERLAND Yvon",40,"PERNEY Ludovic",34,"FORTIN Olivia",105,"JUSTE Christine",59,"MARANDAT Bernard",55,"BLANC Pierre-Henri",9,"VASSAL Martine",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,673,6,4,5,"23 - MARSEILLE 12","E ELEM GUADELOUPE","7 RUE DE LA GUADELOUPE",660,660,276,2,5,269,0,7,"BERLAND Yvon",23,"PERNEY Ludovic",19,"FORTIN Olivia",94,"JUSTE Christine",38,"MARANDAT Bernard",31,"BLANC Pierre-Henri",6,"VASSAL Martine",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,674,6,4,5,"23 - MARSEILLE 12","E MAT VAUBAN","ENTREE 21 RUE DE LA POINTE A PITRE",801,793,331,3,5,323,13,7,"BERLAND Yvon",34,"PERNEY Ludovic",28,"FORTIN Olivia",100,"JUSTE Christine",47,"MARANDAT Bernard",43,"BLANC Pierre-Henri",7,"VASSAL Martine",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,701,7,1,2,"23 - MARSEILLE 12","E MAT NEUVE SAINTE CATHERINE","17 RUE NEUVE SAINTE CATHERINE",877,866,355,3,4,348,12,8,"DEVIGNE Arnaud",31,"COMAS Laurent",1,"BARLES Sébastien",35,"CAMARD Sophie",116,"PARODI Clémence",42,"BACCINO René",15,"POITEVIN Gaëtan",11,"BERNASCONI Sabine",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,702,7,1,2,"23 - MARSEILLE 12","E MAT NEUVE SAINTE CATHERINE","17 RUE NEUVE SAINTE CATHERINE",749,727,289,2,8,279,10,8,"DEVIGNE Arnaud",31,"COMAS Laurent",3,"BARLES Sébastien",33,"CAMARD Sophie",80,"PARODI Clémence",27,"BACCINO René",23,"POITEVIN Gaëtan",7,"BERNASCONI Sabine",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,703,7,1,2,"23 - MARSEILLE 12","C.A.Q. DES LICES","12 RUE DES LICES",899,879,376,1,5,370,15,8,"DEVIGNE Arnaud",52,"COMAS Laurent",3,"BARLES Sébastien",35,"CAMARD Sophie",105,"PARODI Clémence",41,"BACCINO René",21,"POITEVIN Gaëtan",3,"BERNASCONI Sabine",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,721,7,1,2,"23 - MARSEILLE 12","PALAIS DE LA BOURSE","9 LA CANEBIERE",135,135,43,0,0,43,0,8,"DEVIGNE Arnaud",2,"COMAS Laurent",0,"BARLES Sébastien",0,"CAMARD Sophie",16,"PARODI Clémence",7,"BACCINO René",1,"POITEVIN Gaëtan",1,"BERNASCONI Sabine",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,751,7,1,2,"23 - MARSEILLE 12","C.A.Q. DES LICES","12 RUE DES LICES",1274,1254,536,4,6,526,6,8,"DEVIGNE Arnaud",61,"COMAS Laurent",0,"BARLES Sébastien",54,"CAMARD Sophie",143,"PARODI Clémence",66,"BACCINO René",34,"POITEVIN Gaëtan",18,"BERNASCONI Sabine",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,752,7,1,2,"23 - MARSEILLE 12","GR SCOL PHARO CATALANS","RUE DES CATALANS",703,701,257,2,2,253,9,8,"DEVIGNE Arnaud",24,"COMAS Laurent",2,"BARLES Sébastien",34,"CAMARD Sophie",61,"PARODI Clémence",47,"BACCINO René",11,"POITEVIN Gaëtan",10,"BERNASCONI Sabine",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,753,7,1,2,"23 - MARSEILLE 12","GR SCOL PHARO CATALANS","RUE DES CATALANS",1298,1305,482,7,9,466,16,8,"DEVIGNE Arnaud",30,"COMAS Laurent",2,"BARLES Sébastien",31,"CAMARD Sophie",86,"PARODI Clémence",92,"BACCINO René",49,"POITEVIN Gaëtan",7,"BERNASCONI Sabine",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,754,7,1,2,"23 - MARSEILLE 12","GR SCOL PHARO CATALANS","RUE DES CATALANS",858,860,349,10,5,334,15,8,"DEVIGNE Arnaud",24,"COMAS Laurent",2,"BARLES Sébastien",27,"CAMARD Sophie",89,"PARODI Clémence",61,"BACCINO René",21,"POITEVIN Gaëtan",11,"BERNASCONI Sabine",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,755,7,1,2,"23 - MARSEILLE 12","GR SCOL PHARO CATALANS","RUE DES CATALANS",874,876,337,1,7,329,8,8,"DEVIGNE Arnaud",21,"COMAS Laurent",5,"BARLES Sébastien",29,"CAMARD Sophie",61,"PARODI Clémence",77,"BACCINO René",38,"POITEVIN Gaëtan",7,"BERNASCONI Sabine",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,756,7,1,2,"23 - MARSEILLE 12","E MAT PAUL CODACCIONI","22 RUE PAUL CODACCIONI",1118,1090,452,5,6,441,14,8,"DEVIGNE Arnaud",31,"COMAS Laurent",4,"BARLES Sébastien",49,"CAMARD Sophie",123,"PARODI Clémence",76,"BACCINO René",19,"POITEVIN Gaëtan",10,"BERNASCONI Sabine",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,757,7,1,2,"23 - MARSEILLE 12","E MAT PAUL CODACCIONI","22 RUE PAUL CODACCIONI",1178,1181,515,4,11,500,23,8,"DEVIGNE Arnaud",39,"COMAS Laurent",4,"BARLES Sébastien",39,"CAMARD Sophie",149,"PARODI Clémence",104,"BACCINO René",37,"POITEVIN Gaëtan",10,"BERNASCONI Sabine",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,759,7,1,2,"23 - MARSEILLE 12","E MAT ROUCAS BLANC","44 CHE DU ROUCAS BLANC",1053,1045,379,2,4,373,0,8,"DEVIGNE Arnaud",21,"COMAS Laurent",2,"BARLES Sébastien",46,"CAMARD Sophie",108,"PARODI Clémence",59,"BACCINO René",27,"POITEVIN Gaëtan",5,"BERNASCONI Sabine",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,760,7,1,2,"23 - MARSEILLE 12","E MAT ROUCAS BLANC","44 CHE DU ROUCAS BLANC",1067,1065,485,0,8,477,35,8,"DEVIGNE Arnaud",43,"COMAS Laurent",2,"BARLES Sébastien",57,"CAMARD Sophie",193,"PARODI Clémence",57,"BACCINO René",28,"POITEVIN Gaëtan",13,"BERNASCONI Sabine",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,761,7,1,2,"23 - MARSEILLE 12","GR SCOL MARIUS THOMAS","3 IMP DE LA GAVELIERE",697,697,287,2,3,282,12,8,"DEVIGNE Arnaud",27,"COMAS Laurent",0,"BARLES Sébastien",32,"CAMARD Sophie",90,"PARODI Clémence",28,"BACCINO René",21,"POITEVIN Gaëtan",5,"BERNASCONI Sabine",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,762,7,1,2,"23 - MARSEILLE 12","GR SCOL MARIUS THOMAS","3 IMP DE LA GAVELIERE",932,913,378,3,2,373,12,8,"DEVIGNE Arnaud",41,"COMAS Laurent",2,"BARLES Sébastien",46,"CAMARD Sophie",121,"PARODI Clémence",47,"BACCINO René",22,"POITEVIN Gaëtan",3,"BERNASCONI Sabine",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,763,7,1,2,"23 - MARSEILLE 12","GR SCOL MARIUS THOMAS","3 IMP DE LA GAVELIERE",892,882,433,3,7,423,24,8,"DEVIGNE Arnaud",46,"COMAS Laurent",1,"BARLES Sébastien",39,"CAMARD Sophie",152,"PARODI Clémence",43,"BACCINO René",19,"POITEVIN Gaëtan",5,"BERNASCONI Sabine",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,764,7,1,2,"23 - MARSEILLE 12","E ELEM CHATEAUBRIAND","46 RUE CHATEAUBRIAND",1002,990,400,3,8,389,6,8,"DEVIGNE Arnaud",33,"COMAS Laurent",2,"BARLES Sébastien",47,"CAMARD Sophie",107,"PARODI Clémence",73,"BACCINO René",24,"POITEVIN Gaëtan",9,"BERNASCONI Sabine",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,766,7,1,2,"23 - MARSEILLE 12","MAISON DES ASSOCIATIONS","217 RUE D'ENDOUME",1064,1055,509,2,9,498,18,8,"DEVIGNE Arnaud",41,"COMAS Laurent",2,"BARLES Sébastien",56,"CAMARD Sophie",130,"PARODI Clémence",64,"BACCINO René",29,"POITEVIN Gaëtan",8,"BERNASCONI Sabine",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,767,7,1,2,"23 - MARSEILLE 12","MAISON DE QUARTIER SAINT GEORGES","51 RUE CHARRAS",947,931,353,2,5,346,6,8,"DEVIGNE Arnaud",38,"COMAS Laurent",0,"BARLES Sébastien",39,"CAMARD Sophie",89,"PARODI Clémence",49,"BACCINO René",33,"POITEVIN Gaëtan",10,"BERNASCONI Sabine",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,768,7,1,2,"23 - MARSEILLE 12","E ELEM ROSERAIE","10 RUE PIERRE MOUREN",642,633,309,0,5,304,11,8,"DEVIGNE Arnaud",49,"COMAS Laurent",1,"BARLES Sébastien",34,"CAMARD Sophie",106,"PARODI Clémence",29,"BACCINO René",16,"POITEVIN Gaëtan",3,"BERNASCONI Sabine",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,769,7,1,2,"23 - MARSEILLE 12","E ELEM ROSERAIE","10 RUE PIERRE MOUREN",723,721,324,2,4,318,23,8,"DEVIGNE Arnaud",39,"COMAS Laurent",3,"BARLES Sébastien",35,"CAMARD Sophie",116,"PARODI Clémence",36,"BACCINO René",20,"POITEVIN Gaëtan",4,"BERNASCONI Sabine",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,770,7,1,2,"23 - MARSEILLE 12","E MAT ROSERAIE","11A RUE PIERRE MOUREN",872,872,396,3,1,392,22,8,"DEVIGNE Arnaud",56,"COMAS Laurent",2,"BARLES Sébastien",39,"CAMARD Sophie",107,"PARODI Clémence",56,"BACCINO René",24,"POITEVIN Gaëtan",6,"BERNASCONI Sabine",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,771,7,1,2,"23 - MARSEILLE 12","E ELEM BOMPARD","4 IMP DU PLATEAU",786,778,397,5,0,392,15,8,"DEVIGNE Arnaud",76,"COMAS Laurent",1,"BARLES Sébastien",56,"CAMARD Sophie",99,"PARODI Clémence",39,"BACCINO René",20,"POITEVIN Gaëtan",2,"BERNASCONI Sabine",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,772,7,1,2,"23 - MARSEILLE 12","E ELEM AMEDEE AUTRAN","12 BD AMEDEE AUTRAN",1064,1057,491,3,3,485,24,8,"DEVIGNE Arnaud",58,"COMAS Laurent",1,"BARLES Sébastien",55,"CAMARD Sophie",117,"PARODI Clémence",59,"BACCINO René",46,"POITEVIN Gaëtan",5,"BERNASCONI Sabine",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,773,7,1,2,"23 - MARSEILLE 12","E MAT AMEDEE AUTRAN","10 BD AMEDEE AUTRAN",1100,1097,497,1,7,489,36,8,"DEVIGNE Arnaud",85,"COMAS Laurent",1,"BARLES Sébastien",43,"CAMARD Sophie",69,"PARODI Clémence",47,"BACCINO René",43,"POITEVIN Gaëtan",8,"BERNASCONI Sabine",193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,774,7,1,2,"23 - MARSEILLE 12","MAISON DE QUARTIER ROUCAS BLANC","232 CHE DU ROUCAS BLANC",1301,1304,608,6,5,597,26,8,"DEVIGNE Arnaud",89,"COMAS Laurent",1,"BARLES Sébastien",61,"CAMARD Sophie",127,"PARODI Clémence",62,"BACCINO René",46,"POITEVIN Gaëtan",20,"BERNASCONI Sabine",191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,775,7,1,2,"23 - MARSEILLE 12","MAISON DE QUARTIER SAINT GEORGES","51 RUE CHARRAS",511,504,250,1,5,244,9,8,"DEVIGNE Arnaud",23,"COMAS Laurent",2,"BARLES Sébastien",20,"CAMARD Sophie",94,"PARODI Clémence",22,"BACCINO René",23,"POITEVIN Gaëtan",5,"BERNASCONI Sabine",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,801,8,4,2,"23 - MARSEILLE 12","LYCEE PERIER","270 RUE PARADIS",1236,1228,493,0,5,488,23,7,"BERLAND Yvon",78,"PERNEY Ludovic",45,"FORTIN Olivia",71,"JUSTE Christine",49,"MARANDAT Bernard",69,"BLANC Pierre-Henri",5,"VASSAL Martine",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,802,8,4,2,"23 - MARSEILLE 12","LYCEE PERIER","270 RUE PARADIS",1174,1167,424,4,7,413,13,7,"BERLAND Yvon",74,"PERNEY Ludovic",37,"FORTIN Olivia",69,"JUSTE Christine",41,"MARANDAT Bernard",44,"BLANC Pierre-Henri",5,"VASSAL Martine",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,803,8,4,2,"23 - MARSEILLE 12","E MAT JEAN MERMOZ","128 RUE JEAN MERMOZ",1345,1327,447,4,5,438,11,7,"BERLAND Yvon",73,"PERNEY Ludovic",56,"FORTIN Olivia",45,"JUSTE Christine",41,"MARANDAT Bernard",40,"BLANC Pierre-Henri",9,"VASSAL Martine",174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,804,8,4,2,"23 - MARSEILLE 12","E MAT JEAN MERMOZ","128 RUE JEAN MERMOZ",1224,1211,404,0,3,401,8,7,"BERLAND Yvon",72,"PERNEY Ludovic",33,"FORTIN Olivia",46,"JUSTE Christine",29,"MARANDAT Bernard",57,"BLANC Pierre-Henri",10,"VASSAL Martine",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,805,8,4,2,"23 - MARSEILLE 12","E MAT JEAN MERMOZ","128 RUE JEAN MERMOZ",986,975,381,6,7,368,8,7,"BERLAND Yvon",82,"PERNEY Ludovic",34,"FORTIN Olivia",43,"JUSTE Christine",26,"MARANDAT Bernard",41,"BLANC Pierre-Henri",5,"VASSAL Martine",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,806,8,4,2,"21 - MARSEILLE 10","E ELEM JEAN MERMOZ","138 RUE JEAN MERMOZ",1092,1082,374,2,5,367,12,7,"BERLAND Yvon",54,"PERNEY Ludovic",37,"FORTIN Olivia",27,"JUSTE Christine",31,"MARANDAT Bernard",53,"BLANC Pierre-Henri",5,"VASSAL Martine",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,807,8,4,2,"23 - MARSEILLE 12","E ELEM JEAN MERMOZ","138 RUE JEAN MERMOZ",1146,1145,434,1,4,429,6,7,"BERLAND Yvon",74,"PERNEY Ludovic",43,"FORTIN Olivia",43,"JUSTE Christine",27,"MARANDAT Bernard",47,"BLANC Pierre-Henri",2,"VASSAL Martine",193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,808,8,4,2,"21 - MARSEILLE 10","GR SCOL PRADO PLAGE","122 RUE DU COMMANDANT ROLLAND",1127,1126,366,0,4,362,6,7,"BERLAND Yvon",49,"PERNEY Ludovic",35,"FORTIN Olivia",39,"JUSTE Christine",29,"MARANDAT Bernard",57,"BLANC Pierre-Henri",10,"VASSAL Martine",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,809,8,4,2,"21 - MARSEILLE 10","E MAT ETIENNE MILAN","4 RUE ETIENNE MILAN",1219,1216,479,1,1,477,30,7,"BERLAND Yvon",95,"PERNEY Ludovic",46,"FORTIN Olivia",52,"JUSTE Christine",31,"MARANDAT Bernard",57,"BLANC Pierre-Henri",12,"VASSAL Martine",184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,810,8,4,2,"21 - MARSEILLE 10","E MAT ETIENNE MILAN","4 RUE ETIENNE MILAN",1012,1000,275,4,2,269,5,7,"BERLAND Yvon",19,"PERNEY Ludovic",32,"FORTIN Olivia",54,"JUSTE Christine",29,"MARANDAT Bernard",46,"BLANC Pierre-Henri",13,"VASSAL Martine",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
